Date,Description,Original Description,Category,Amount,Status
2023-12-22,"Wal-Mart Super Center    LONGMONT     CO","Wal-Mart Super Center    LONGMONT     CO",Category Pending,-41.92,Posted
2023-12-22,"AMZN Mktp US*6I60R5Z83   AMZN.COM/BILLWA","AMZN Mktp US*6I60R5Z83   AMZN.COM/BILLWA",Category Pending,-20.49,Posted
2023-12-22,"DUNKIN #356474           PEORIA       AZ","DUNKIN #356474           PEORIA       AZ",Category Pending,-13.82,Posted
2023-12-22,"PALISADE1040 I-70        PALISADE     CO","PALISADE1040 I-70        PALISADE     CO",Category Pending,-3.67,Posted
2023-12-22,"WENDY'S #6711            FLAGSTAFF    AZ","WENDY'S #6711            FLAGSTAFF    AZ",Category Pending,-2.66,Posted
2023-12-21,"SpeedwayHwy 160-163      KAYENTA      AZ","SpeedwayHwy 160-163      KAYENTA      AZ",Category Pending,-72.13,Posted
2023-12-21,"RED LOBSTER 0867         PEORIA       AR","RED LOBSTER 0867         PEORIA       AR",Category Pending,-45.25,Posted
2023-12-21,"QT 436 OUTSIDE           PEORIA       AZ","QT 436 OUTSIDE           PEORIA       AZ",Category Pending,-33.52,Posted
2023-12-21,"WENDY'S 9401             GLENDALE     AZ","WENDY'S 9401             GLENDALE     AZ",Category Pending,-8.58,Posted
2023-12-20,"FIVE BELOW 30272501 W HAPPHOENIX      AZ","FIVE BELOW 30272501 W HAPPHOENIX      AZ",Category Pending,-43.01,Posted
2023-12-20,"ULTA #184                PHOENIX      AZ","ULTA #184                PHOENIX      AZ",Category Pending,-19.55,Posted
2023-12-20,"SONIC DRIVE IN #6592     PEORIA       AZ","SONIC DRIVE IN #6592     PEORIA       AZ",Category Pending,-12.10,Posted
2023-12-20,"The Kroger Co.   DIR DEP    ***********1760","The Kroger Co.   DIR DEP    ***********1760",Category Pending,304.07,Posted
2023-12-19,"SHELL OIL 12777115002    PEORIA       AZ","SHELL OIL 12777115002    PEORIA       AZ",Category Pending,-73.60,Posted
2023-12-19,"FRYS-MKTPLACE #065725401 PEORIA       AZ","FRYS-MKTPLACE #065725401 PEORIA       AZ",Category Pending,-31.34,Posted
2023-12-19,"DUNKIN #356474           PEORIA       AZ","DUNKIN #356474           PEORIA       AZ",Category Pending,-10.99,Posted
2023-12-18,"Zelle: Madi","Zelle: Madi",Category Pending,-115.00,Posted
2023-12-18,"QT 436                   PEORIA       AZ","QT 436                   PEORIA       AZ",Category Pending,-43.87,Posted
2023-12-18,"MCDONALD'S F26827        GLENDALE     AZ","MCDONALD'S F26827        GLENDALE     AZ",Category Pending,-36.64,Posted
2023-12-18,"AMAZON.COM*Y31OY4AG3AMAZOSEATTLE      WA","AMAZON.COM*Y31OY4AG3AMAZOSEATTLE      WA",Category Pending,-34.20,Posted
2023-12-18,"AMZN Mktp US*PE3Y85UJ3   AMZN.COM/BILLWA","AMZN Mktp US*PE3Y85UJ3   AMZN.COM/BILLWA",Category Pending,-24.96,Posted
2023-12-15,"CIRCLE K 05576           PHOENIX      AZ","CIRCLE K 05576           PHOENIX      AZ",Category Pending,-69.80,Posted
2023-12-15,"HOT BAGELS #3            GLENDALE     AZ","HOT BAGELS #3            GLENDALE     AZ",Category Pending,-12.49,Posted
2023-12-14,"DISCOVER         E-PAYMENT  ***********2860","DISCOVER         E-PAYMENT  ***********2860",Category Pending,-70.00,Posted
2023-12-14,"WM SUPERCENTER #4233Wal-MPHOENIX      AZ","WM SUPERCENTER #4233Wal-MPHOENIX      AZ",Category Pending,-65.99,Posted
2023-12-14,"MEXICAN WATER EXPRESSHWY MEXICAN WATERAZ","MEXICAN WATER EXPRESSHWY MEXICAN WATERAZ",Category Pending,-58.21,Posted
2023-12-14,"Zelle:  Hasty","Zelle:  Hasty",Category Pending,-22.66,Posted
2023-12-14,"Amazon Prime*Z124O0S43   AMZN.COM/BILLWA","Amazon Prime*Z124O0S43   AMZN.COM/BILLWA",Category Pending,-7.97,Posted
2023-12-14,"ACT CITYOFGUNNISON       GUNNISON     CO","ACT CITYOFGUNNISON       GUNNISON     CO",Category Pending,-3.00,Posted
2023-12-13,"CITY MARKET #0219 FUEL880GUNNISON     CO","CITY MARKET #0219 FUEL880GUNNISON     CO",Category Pending,-58.72,Posted
2023-12-13,"O'REILLY 4812            GUNNISON     CO","O'REILLY 4812            GUNNISON     CO",Category Pending,-44.62,Posted
2023-12-13,"CSC ServiceWorks, Inc.   PLAINVIEW    NY","CSC ServiceWorks, Inc.   PLAINVIEW    NY",Category Pending,-10.00,Posted
2023-12-13,"The Kroger Co.   DIR DEP    ***********2422","The Kroger Co.   DIR DEP    ***********2422",Category Pending,298.84,Posted
2023-12-12,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-18.14,Posted
2023-12-11,"ACT CITYOFGUNNISON       GUNNISON     CO","ACT CITYOFGUNNISON       GUNNISON     CO",Category Pending,-7.00,Posted
2023-12-11,"ACT CITYOFGUNNISON       GUNNISON     CO","ACT CITYOFGUNNISON       GUNNISON     CO",Category Pending,-7.00,Posted
2023-12-11,"ACT CITYOFGUNNISON       GUNNISON     CO","ACT CITYOFGUNNISON       GUNNISON     CO",Category Pending,-3.00,Posted
2023-12-11,"Zelle:  Edwards","Zelle:  Edwards",Category Pending,125.00,Posted
2023-12-08,"ACT CITYOFGUNNISON       GUNNISON     CO","ACT CITYOFGUNNISON       GUNNISON     CO",Category Pending,-7.00,Posted
2023-12-08,"Zelle:  Edwards","Zelle:  Edwards",Category Pending,150.00,Posted
2023-12-06,"AMZN Mktp US*E23RO5UG3   AMZN.COM/BILLWA","AMZN Mktp US*E23RO5UG3   AMZN.COM/BILLWA",Category Pending,-15.95,Posted
2023-12-06,"The Kroger Co.   DIR DEP    ***********1538","The Kroger Co.   DIR DEP    ***********1538",Category Pending,436.18,Posted
2023-12-05,"AMZN Mktp US*UF7QQ6L43   AMZN.COM/BILLWA","AMZN Mktp US*UF7QQ6L43   AMZN.COM/BILLWA",Category Pending,-30.76,Posted
2023-12-05,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-14.11,Posted
2023-12-05,"ACT CITYOFGUNNISON       GUNNISON     CO","ACT CITYOFGUNNISON       GUNNISON     CO",Category Pending,-7.00,Posted
2023-12-05,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-6.72,Posted
2023-12-05,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-6.50,Posted
2023-12-04,"WAL-MART #1550900 NORTH MGUNNISON     CO","WAL-MART #1550900 NORTH MGUNNISON     CO",Category Pending,-271.16,Posted
2023-12-04,"AMZN Mktp US*S01RS4KV3   AMZN.COM/BILLWA","AMZN Mktp US*S01RS4KV3   AMZN.COM/BILLWA",Category Pending,-64.90,Posted
2023-12-04,"ALL SPORTS               GUNNISON     CO","ALL SPORTS               GUNNISON     CO",Category Pending,-38.12,Posted
2023-12-04,"PITAS IN PARADISE GUNNISOGUNNISON     CO","PITAS IN PARADISE GUNNISOGUNNISON     CO",Category Pending,-19.14,Posted
2023-12-04,"JERMAINE`S               GUNNISON     CO","JERMAINE`S               GUNNISON     CO",Category Pending,-13.61,Posted
2023-12-04,"Microsoft*Xbox Game Pass 425-6816830  WA","Microsoft*Xbox Game Pass 425-6816830  WA",Category Pending,-10.74,Posted
2023-12-04,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-8.24,Posted
2023-12-04,"ACT CITYOFGUNNISON       GUNNISON     CO","ACT CITYOFGUNNISON       GUNNISON     CO",Category Pending,-7.00,Posted
2023-12-04,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-3.77,Posted
2023-12-04,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-1.07,Posted
2023-11-29,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-1.07,Posted
2023-11-29,"The Kroger Co.   DIR DEP    ***********4757","The Kroger Co.   DIR DEP    ***********4757",Category Pending,519.77,Posted
2023-11-28,"AMZN Mktp US*CL9W11U43   AMZN.COM/BILLWA","AMZN Mktp US*CL9W11U43   AMZN.COM/BILLWA",Category Pending,-345.48,Posted
2023-11-27,"AMAZON.COM*PI2IV8UN3AMAZOSEATTLE      WA","AMAZON.COM*PI2IV8UN3AMAZOSEATTLE      WA",Category Pending,-186.20,Posted
2023-11-27,"SOUTHWES    5262227416092800-435-9792 TX","SOUTHWES    5262227416092800-435-9792 TX",Category Pending,-180.00,Posted
2023-11-27,"ALL SPORTS               GUNNISON     CO","ALL SPORTS               GUNNISON     CO",Category Pending,-166.89,Posted
2023-11-27,"D & S  C STORE640 US HIGHFAIRPLAY     CO","D & S  C STORE640 US HIGHFAIRPLAY     CO",Category Pending,-82.94,Posted
2023-11-27,"Zelle:  Hasty","Zelle:  Hasty",Category Pending,-70.00,Posted
2023-11-27,"CITY MARKET #0219 FUEL880GUNNISON     CO","CITY MARKET #0219 FUEL880GUNNISON     CO",Category Pending,-47.15,Posted
2023-11-27,"PITAS IN PARADISE GUNNISOGUNNISON     CO","PITAS IN PARADISE GUNNISOGUNNISON     CO",Category Pending,-34.94,Posted
2023-11-27,"MCDONALD'S F6315         GUNNISON     CO","MCDONALD'S F6315         GUNNISON     CO",Category Pending,-30.90,Posted
2023-11-27,"Zelle:  Hasty","Zelle:  Hasty",Category Pending,-30.00,Posted
2023-11-27,"GENE TAYLORS GUNNISON    GUNNISON     CO","GENE TAYLORS GUNNISON    GUNNISON     CO",Category Pending,-21.77,Posted
2023-11-27,"TACO BELL 036771         GUNNISON     CO","TACO BELL 036771         GUNNISON     CO",Category Pending,-15.55,Posted
2023-11-27,"AMZN Mktp US*GP46U2BV3   AMZN.COM/BILLWA","AMZN Mktp US*GP46U2BV3   AMZN.COM/BILLWA",Category Pending,-14.74,Posted
2023-11-27,"ACT CITYOFGUNNISON       GUNNISON     CO","ACT CITYOFGUNNISON       GUNNISON     CO",Category Pending,-14.00,Posted
2023-11-27,"MOCHAS COFFEEHOUSE AND BAGUNNISON     CO","MOCHAS COFFEEHOUSE AND BAGUNNISON     CO",Category Pending,-9.31,Posted
2023-11-27,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-7.60,Posted
2023-11-27,"DEN PUBLIC PARKING       DENVER       CO","DEN PUBLIC PARKING       DENVER       CO",Category Pending,-7.00,Posted
2023-11-27,"CITY MARKET #0219 FUEL880GUNNISON     CO","CITY MARKET #0219 FUEL880GUNNISON     CO",Category Pending,-3.26,Posted
2023-11-24,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-39.54,Posted
2023-11-24,"MICROSOFT*XBOX           MSBILL.INFO  WA","MICROSOFT*XBOX           MSBILL.INFO  WA",Category Pending,-21.26,Posted
2023-11-22,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-96.17,Posted
2023-11-22,"Zelle:  Hasty","Zelle:  Hasty",Category Pending,-50.00,Posted
2023-11-22,"KUM&GO 0320R THORNTON    THORNTON     CO","KUM&GO 0320R THORNTON    THORNTON     CO",Category Pending,-41.83,Posted
2023-11-22,"PINE JUNCTION COUNTRY STOPINE         CO","PINE JUNCTION COUNTRY STOPINE         CO",Category Pending,-26.14,Posted
2023-11-22,"MCDONALD'S F3319         DENVER       CO","MCDONALD'S F3319         DENVER       CO",Category Pending,-16.07,Posted
2023-11-22,"DEN PUBLIC PARKING       DENVER       CO","DEN PUBLIC PARKING       DENVER       CO",Category Pending,-7.00,Posted
2023-11-22,"DUNKIN #352872 Q35       WESTMINISTER CO","DUNKIN #352872 Q35       WESTMINISTER CO",Category Pending,-4.22,Posted
2023-11-21,"SHELL SERVICE STATION    SALIDA       CO","SHELL SERVICE STATION    SALIDA       CO",Category Pending,-60.85,Posted
2023-11-21,"7-ELEVEN                 FREDERICK    CO","7-ELEVEN                 FREDERICK    CO",Category Pending,-43.74,Posted
2023-11-21,"SHELL SERVICE STATION    SALIDA       CO","SHELL SERVICE STATION    SALIDA       CO",Category Pending,-9.55,Posted
2023-11-21,"The Kroger Co.   DIR DEP    ***********5590","The Kroger Co.   DIR DEP    ***********5590",Category Pending,382.55,Posted
2023-11-20,"Zelle:  Brown","Zelle:  Brown",Category Pending,-42.00,Posted
2023-11-20,"WAL-MART  Wal-Mart Sup   GUNNISON     CO","WAL-MART  Wal-Mart Sup   GUNNISON     CO",Category Pending,-31.21,Posted
2023-11-20,"CSC ServiceWorks, Inc.   PLAINVIEW    NY","CSC ServiceWorks, Inc.   PLAINVIEW    NY",Category Pending,-20.00,Posted
2023-11-20,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-17.81,Posted
2023-11-20,"WAL-MART #1550           GUNNISON     CO","WAL-MART #1550           GUNNISON     CO",Category Pending,-17.37,Posted
2023-11-20,"MCDONALD'S F6315         GUNNISON     CO","MCDONALD'S F6315         GUNNISON     CO",Category Pending,-12.63,Posted
2023-11-20,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-10.84,Posted
2023-11-20,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-7.60,Posted
2023-11-20,"ACT CITYOFGUNNISON       GUNNISON     CO","ACT CITYOFGUNNISON       GUNNISON     CO",Category Pending,-7.00,Posted
2023-11-20,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-6.53,Posted
2023-11-20,"CITY-MARKET #0419880 N. MGUNNISON     CO","CITY-MARKET #0419880 N. MGUNNISON     CO",Category Pending,-3.77,Posted
2023-11-20,"Zelle:  Edwards","Zelle:  Edwards",Category Pending,250.00,Posted
2023-11-17,"ACT CITYOFGUNNISON       GUNNISON     CO","ACT CITYOFGUNNISON       GUNNISON     CO",Category Pending,-14.00,Posted
